sta,n,span,order,n_segments,skipped_segments,n_blocks,dropped_blocks,n_flags,coef_bytes,gram_bytes,grid_bytes,raw_bytes,npz_bytes,seconds,error
0OPP,7910,21.8946,192,0,0,22,0,0,11496,983208,379680,1613844,1136085,0.105,
0ORK,5386,14.8994,136,0,0,15,0,0,7968,511296,258528,1098948,612111,0.063,
0ORN,6829,18.9843,168,0,0,19,0,0,9984,762528,327792,1393320,895762,0.086,
0ORR,2505,6.9487,72,0,0,7,0,0,3936,156288,120240,511224,195010,0.027,
0ORS,7943,21.8946,192,0,0,22,0,0,11496,983208,381264,1620576,1136558,0.105,
0OSA,3569,9.859,95,0,0,10,0,0,5424,261744,171312,728280,325522,0.039,
0OSC,5176,14.3244,131,0,0,15,0,0,7848,479016,248448,1056108,573434,0.066,
0OSK,11031,32.011,273,0,0,32,0,0,16560,1931616,529368,2250528,2141595,0.195,
0OSM,4656,12.8296,119,0,0,13,0,0,6936,398328,223488,950028,482160,0.06,
0OST,11468,32.5804,277,5,2,33,0,3,25056,2599152,814680,2339676,2794921,0.204,
0OSV,1671,4.7831,55,0,0,5,0,0,2904,95544,80208,341088,125305,0.019,
0OTM,7490,20.7584,183,3,0,21,0,0,16176,1357584,539280,1528164,1485738,0.115,
0OVB,1131,3.1896,42,0,0,4,0,0,2280,60600,54288,230928,85582,0.014,
0OVE,11168,31.9589,272,5,3,32,0,0,24360,2498712,792552,2278476,2697158,0.202,
0OVT,7236,20.1506,178,0,0,21,0,0,10848,854160,347328,1476348,991779,0.097,
0OXE,8691,24.3368,211,0,0,25,0,0,12888,1180056,417168,1773168,1347710,0.131,
0PAH,1141,3.2334,42,0,0,4,0,0,2280,60600,54768,232968,85164,0.014,
0PAU,7933,21.8973,192,0,0,22,0,0,11496,983208,380784,1618536,1136214,0.118,
0PIN,1253,3.5318,45,0,0,4,0,0,2352,67008,60144,255816,92318,0.014,
0PIS,1270,3.5975,45,0,0,4,0,0,2352,67008,60960,259284,92964,0.016,
0PJU,4748,13.2895,123,0,0,14,0,0,7344,425808,227904,968796,514227,0.063,
0PRA,1455,4.2738,51,0,0,5,0,0,2808,85176,69840,297024,112531,0.016,
0RAD,3105,8.6626,86,0,0,9,0,0,4896,218160,149040,633624,270201,0.035,
0RAM,6862,18.9815,168,0,0,19,0,0,9984,762528,329376,1400052,895297,0.092,
0RAT,6356,17.5113,157,6,1,18,0,0,15312,935424,457368,1296828,1067529,0.09,
0RAU,6130,17.1581,154,0,0,18,0,0,9336,649608,294240,1250724,769067,0.112,
0RAV,3429,9.473,92,0,0,10,0,0,5352,248136,164592,699720,303865,0.038,
0REJ,4062,11.2142,106,0,0,12,0,0,6312,323448,194976,828852,397626,0.049,
0REN,4536,12.5229,117,0,0,13,0,0,6888,386904,217728,925548,467885,0.055,
0RIB,2854,7.8795,80,0,0,8,0,0,4440,189912,136992,582420,234121,0.032,
0RIN,4096,11.2991,107,0,0,12,0,0,6336,328608,196608,835788,399904,0.046,
0ROB,3162,8.6818,86,0,0,9,0,0,4896,218160,151776,645252,268109,0.037,
0ROC,2845,7.8795,80,0,0,8,0,0,4440,189912,136560,580584,233977,0.031,
0ROE,2666,7.3648,75,0,0,8,0,0,4320,171072,127968,544068,213837,0.034,
0ROM,5464,15.1239,137,0,0,16,0,0,8304,521952,262272,1114860,625621,0.073,
0ROR,8656,23.844,207,0,0,24,0,0,12480,1135680,415488,1766028,1299244,0.167,
0ROS,4939,13.692,126,0,0,14,0,0,7416,443880,237072,1007760,534005,0.059,
0ROT,7945,21.8946,192,0,0,22,0,0,11496,983208,381360,1620984,1136472,0.108,
0RUN,6229,17.1828,154,0,0,18,0,0,9336,649608,298992,1270920,768071,0.079,
0RYF,5263,14.6311,134,0,0,15,0,0,7920,498240,252624,1073856,597012,0.07,
0SAA,2555,7.154,74,0,0,8,0,0,4296,167448,122640,521424,207471,0.03,
0SAF,7537,20.7557,183,0,0,21,0,0,10968,897720,361776,1537752,1045743,0.108,
0SAK,2443,6.8282,71,0,0,7,0,0,3912,152808,117264,498576,193321,0.026,
0SAL,7520,20.7557,183,0,0,21,0,0,10968,897720,360960,1534284,1050166,0.104,
0SAN,7540,20.7666,183,0,0,21,0,0,10968,897720,361920,1538364,1046065,0.103,
0SAR,7536,20.7584,183,0,0,21,0,0,10968,897720,361728,1537548,1038048,0.102,
0SAV,4787,13.3416,123,0,0,14,0,0,7344,425808,229776,976752,514609,0.057,
0SAX,6525,18.423,164,4,1,19,0,0,14928,1043136,462720,1331304,1164938,0.095,
0SBA,4772,13.2047,122,0,0,14,0,0,7320,419880,229056,973692,506720,0.064,
0SBR,3852,10.6694,102,0,0,11,0,0,5904,299232,184896,786012,365485,0.042,
0SBY,2719,7.5127,77,0,0,8,0,0,4368,178464,130512,554880,220592,0.029,
0SDE,5802,16.0356,145,0,0,17,0,0,8808,580536,278496,1183812,693879,0.072,
0SEI,1684,4.7995,55,0,0,5,0,0,2904,95544,80832,343740,125974,0.018,
0SIB,4995,13.7906,127,0,0,14,0,0,7440,450000,239760,1019184,542500,0.057,
0SJM,1234,3.4798,44,0,0,4,0,0,2328,64824,59232,251940,90496,0.013,
0SJN,1246,3.5373,45,0,0,4,0,0,2352,67008,59808,254388,92034,0.014,
0SJO,4118,11.3703,107,0,0,12,0,0,6336,328608,197664,840276,402377,0.055,
0SKB,2077,5.7467,62,0,0,6,0,0,3384,119592,99696,423912,155728,0.022,
0SKC,2576,7.1403,74,0,0,8,0,0,4296,167448,123648,525708,207994,0.029,
0SKE,11482,32.408,276,8,4,33,0,3,26184,2461320,811152,2342532,2681032,0.206,
0SKH,1943,5.3799,60,0,0,6,0,0,3336,113640,93264,396576,149222,0.023,
0SKL,8430,23.9507,208,0,0,24,0,0,12504,1145688,404640,1719924,1316416,0.12,
0SKN,8576,23.9507,208,0,0,24,0,0,12504,1145688,411648,1749708,1319245,0.116,
0SKO,6865,18.9897,168,0,0,19,0,0,9984,762528,329520,1400664,897275,0.095,
0SKR,2627,7.2581,75,0,0,8,0,0,4320,171072,126096,536112,211951,0.03,
0SKV,1116,3.1048,41,0,0,4,0,0,2256,58560,53568,227868,82658,0.013,
0SKY,4777,13.2348,122,0,0,14,0,0,7320,419880,229296,974712,505854,0.059,
0SLI,5471,15.1212,137,0,0,16,0,0,8304,521952,262608,1116288,625784,0.066,
0SLU,6679,18.4805,164,3,0,19,0,0,14688,1066800,480888,1362720,1186732,0.1,
0SMA,5308,14.6722,134,0,0,15,0,0,7920,498240,254784,1083036,595379,0.066,
0SMY,8663,23.9507,208,0,0,24,0,0,12504,1145688,415824,1767456,1318196,0.126,
0SNA,6418,17.8069,159,0,0,18,0,0,9456,687408,308064,1309476,810033,0.085,
0SNE,5616,15.5072,141,0,0,16,0,0,8400,548832,269568,1145868,654289,0.07,
0SNG,3823,10.5681,101,0,0,11,0,0,5880,294312,183504,780096,359408,0.044,
0SOA,4951,13.6975,126,0,0,14,0,0,7416,443880,237648,1010208,533595,0.057,
0SOD,8812,24.334,211,0,0,25,0,0,12888,1180056,422976,1797852,1347790,0.128,
0SOL,5736,15.8357,143,0,0,16,0,0,8448,562560,275328,1170348,672585,0.085,
0SOP,6111,17.2293,154,0,0,18,0,0,9336,649608,293328,1246848,765139,0.081,
0SOR,6834,18.9952,168,0,0,19,0,0,9984,762528,328032,1394340,894659,0.106,
0SOV,4609,12.7173,118,0,0,13,0,0,6912,392592,221232,940440,476212,0.053,
0SPR,2536,6.9815,72,0,0,7,0,0,3936,156288,121728,517548,194669,0.026,
0SSB,1251,3.5401,45,0,0,4,0,0,2352,67008,60048,255408,92263,0.013,
0SSK,2372,6.5791,69,0,0,7,0,0,3864,145992,113856,484092,185921,0.024,
0STA,9019,24.9281,216,0,0,25,0,0,13008,1231536,432912,1840080,1412540,0.128,
0STD,4529,12.5093,117,0,0,13,0,0,6888,386904,217392,924120,467450,0.06,
0STF,4925,13.6017,125,0,0,14,0,0,7392,437808,236400,1004904,526326,0.057,
0STH,2127,6.2889,67,0,0,7,0,0,3816,139368,102096,434112,171488,0.023,
0STI,4105,11.3703,107,0,0,12,0,0,6336,328608,197040,837624,402502,0.046,
0STJ,3487,9.6071,93,0,0,10,0,0,5376,252624,167376,711552,312189,0.042,
0STL,6719,18.6913,166,4,1,19,0,0,15072,1066224,477336,1370880,1187420,0.102,
0STN,5342,14.7433,134,0,0,15,0,0,7920,498240,256416,1089972,599260,0.067,
0STO,8189,22.5599,197,0,0,23,0,0,11928,1034184,393072,1670760,1188709,0.117,
0STR,7409,20.7748,183,0,0,21,0,0,10968,897720,355632,1511640,1045632,0.098,
0STS,6871,18.9843,168,0,0,19,0,0,9984,762528,329808,1401888,895113,0.096,
0STU,6840,18.9843,168,0,0,19,0,0,9984,762528,328320,1395564,896243,0.1,
0STV,840,2.308,35,0,0,3,0,0,1800,43272,40320,171564,63030,0.01,
0STY,2163,6.0014,65,0,0,6,0,0,3456,128880,103800,441456,163910,0.023,
0SUM,2652,7.6304,78,0,0,8,0,0,4392,182232,127296,541212,225166,0.028,
0SUN,11577,32.5804,277,6,2,33,0,3,25560,2585496,826368,2361912,2791942,0.205,
0SUR,7406,20.4244,180,0,0,21,0,0,10896,871440,355488,1511028,1016172,0.104,
0SVA,5663,15.5948,141,0,0,16,0,0,8400,548832,271824,1155456,652765,0.076,
0SVD,5335,14.7598,135,0,0,15,0,0,7944,504744,256080,1088544,603596,0.065,
0SVE,11503,32.5804,277,9,10,33,0,3,26592,2435184,810720,2346816,2670344,0.26,
0SVI,2780,7.7153,78,0,0,8,0,0,4392,182232,133440,567324,226266,0.03,
0SVJ,1269,3.551,45,0,0,4,0,0,2352,67008,60912,259080,93751,0.015,
0SVL,3120,8.6352,86,0,0,9,0,0,4896,218160,149760,636684,266826,0.036,
0SVP,5407,15.2006,138,0,0,16,0,0,8328,528600,259536,1103232,634522,0.072,
0SVS,4939,13.6646,126,0,0,14,0,0,7416,443880,237072,1007760,535816,0.061,
0SVT,2516,6.9843,72,0,0,7,0,0,3936,156288,120768,513468,196016,0.028,
0SYS,3796,10.5134,101,0,0,11,0,0,5880,294312,182208,774588,359376,0.046,
0TAV,4109,11.3703,107,0,0,12,0,0,6336,328608,197232,838440,402271,0.05,
0TEG,2603,7.2088,74,0,0,8,0,0,4296,167448,124944,531216,210453,0.03,
0TEN,1263,3.4552,44,0,0,4,0,0,2328,64824,60624,257856,89586,0.016,
0TIV,5338,14.8282,135,0,0,15,0,0,7944,504744,256224,1089156,608900,0.069,
0TJU,7400,20.397,180,4,1,21,0,0,16320,1241520,525792,1509804,1380675,0.112,
0TNN,2233,6.193,66,0,0,7,0,0,3792,136128,107184,455736,171858,0.024,
0TOC,3872,10.705,102,0,0,11,0,0,5904,299232,185856,790092,370153,0.044,
0TOK,3114,8.616,85,0,0,9,0,0,4872,214008,149472,635460,264139,0.034,
0TOR,5481,15.1431,138,0,0,16,0,0,8328,528600,263088,1118328,630927,0.077,
0TOS,3391,9.3443,91,0,0,10,0,0,5328,243696,162768,691968,303359,0.04,
0TOU,5204,14.4613,132,0,0,15,0,0,7872,485376,249792,1061820,582537,0.069,
0TRE,2841,7.8494,79,0,0,8,0,0,4416,186048,136368,579768,230980,0.032,
0TRL,2230,6.1903,66,0,0,7,0,0,3792,136128,107040,455124,171838,0.024,
0TRN,5366,14.8611,135,0,0,15,0,0,7944,504744,257568,1094868,605994,0.073,
0TRO,5084,13.9986,128,0,0,14,0,0,7464,456168,244032,1037340,553630,0.061,
0TUA,4950,13.6674,126,0,0,14,0,0,7416,443880,237600,1010004,534552,0.063,
0TUH,3730,10.3354,99,0,0,11,0,0,5832,284616,179040,761124,346951,0.043,
0TUN,5766,16.1041,145,0,0,17,0,0,8808,580536,276768,1176468,689822,0.075,
0TVS,2837,7.8604,79,0,0,8,0,0,4416,186048,136176,578952,230370,0.03,
0TYJ,4609,12.7338,118,0,0,13,0,0,6912,392592,221232,940440,475184,0.056,
0TYR,5005,13.7412,126,0,0,14,0,0,7416,443880,240240,1021224,533961,0.06,
0TYS,4099,11.3128,107,0,0,12,0,0,6336,328608,196752,836400,405751,0.051,
0ULL,6174,17.2293,154,0,0,18,0,0,9336,649608,296352,1259700,766559,0.085,
0UME,11535,32.5804,277,7,1,33,0,3,26112,2589696,828648,2353344,2804557,0.261,
0UPP,9007,24.9281,216,4,1,25,0,0,19416,1718088,646560,1837632,1882708,0.147,
0UPV,3079,8.5969,85,0,0,9,0,0,4872,214008,147792,628320,263659,0.037,
0VAD,4245,11.7098,110,0,0,12,0,0,6408,344376,203760,866184,421784,0.054,
0VAF,5110,14.1136,129,0,0,15,0,0,7800,466440,245280,1042644,565431,0.07,
0VAG,5807,16.0247,145,0,0,16,0,0,8496,576480,278496,1184832,681660,0.078,
0VAN,11402,32.178,274,6,4,33,0,3,25128,2518824,800952,2326212,2733841,0.222,
0VAR,5437,15.5044,141,0,0,16,0,0,8400,548832,260976,1109352,651014,0.071,
0VAS,4097,13.5606,125,0,0,13,0,0,7080,433752,196656,835992,506414,0.054,
0VAX,3529,9.7413,94,0,0,10,0,0,5400,257160,169392,720120,319088,0.039,
0VEB,2517,6.9815,72,0,0,7,0,0,3936,156288,120816,513672,196302,0.025,
0VED,4885,13.4785,124,0,0,14,0,0,7368,431784,234480,996744,520111,0.06,
0VEI,3498,9.6646,94,0,0,10,0,0,5400,257160,167904,713796,316083,0.04,
0VEN,4115,11.3703,107,0,0,12,0,0,6336,328608,197520,839664,402247,0.048,
0VET,1650,6.757,71,0,0,6,3,0,3600,148752,79128,336804,165122,0.021,
0VGG,5318,14.6913,134,0,0,15,0,0,7920,498240,255264,1085076,594898,0.066,
0VIA,3456,9.5496,93,0,0,10,0,0,5376,252624,165888,705228,310651,0.043,
0VIB,5888,16.293,147,3,0,17,0,0,13224,864456,423936,1201356,972303,0.089,
0VID,4021,11.2033,106,0,0,12,0,0,6312,323448,193008,820488,397269,0.047,
0VIK,2828,7.8768,80,0,0,8,0,0,4440,189912,135744,577116,233383,0.036,
0VIL,11423,32.5558,277,11,1,33,0,3,27768,2472648,819552,2330496,2709295,0.228,
0VIN,7303,20.1479,178,0,0,21,0,0,10848,854160,350544,1490016,992676,0.101,
0VIT,6130,17.2293,154,0,0,18,0,0,9336,649608,294240,1250724,765572,0.077,
0VMN,2125,6.015,65,0,0,6,0,0,3456,128880,101856,433704,162609,0.021,
0VMO,1947,5.3799,60,0,0,6,0,0,3336,113640,93456,397392,146893,0.02,
0VNG,2130,5.9904,64,0,0,6,0,0,3432,125736,102240,434724,161648,0.023,
0VOL,8657,23.9507,208,0,0,24,0,0,12504,1145688,415536,1766232,1318644,0.124,
0VRE,5139,14.1711,130,0,0,15,0,0,7824,472704,246672,1048560,567894,0.063,
0VRI,4067,11.3703,107,0,0,12,0,0,6336,328608,195216,829872,402015,0.055,
0VSE,4784,13.2348,122,0,0,14,0,0,7320,419880,229632,976140,506337,0.071,
0VSL,5485,15.1403,138,0,0,16,0,0,8328,528600,263280,1119144,631482,0.07,
0YST,5479,15.5866,141,0,0,16,0,0,8400,548832,262992,1117920,655398,0.066,
0YTT,4952,13.7878,127,0,0,14,0,0,7440,450000,237696,1010412,543723,0.058,
0ZIN,2370,6.5407,69,0,0,7,0,0,3864,145992,113760,483684,182997,0.026,
108W,498,1.3826,28,0,0,2,0,0,1320,28296,23904,101796,41374,0.007,
14PT,,,,,,,,,,,,408,,0.0,"ValueError: 14PT.tenv3: 1 epochs, need 24"
14ST,,,,,,,,,,,,408,,0.0,"ValueError: 14ST.tenv3: 1 epochs, need 24"
14T1,,,,,,,,,,,,1632,,0.0,"ValueError: 14T1.tenv3: 7 epochs, need 24"
15OO,371,1.0349,25,0,0,1,0,0,936,20280,17496,75888,29688,0.005,
1ALB,5509,15.269,139,2,0,16,0,0,12120,835416,396648,1124040,920045,0.077,
1ALV,777,2.1903,34,0,0,3,0,0,1776,41568,37296,158712,59997,0.009,
1ANE,8131,22.5106,197,0,0,23,0,0,11928,1034184,390288,1658928,1196451,0.126,
1ARH,4444,12.282,115,0,0,13,0,0,6840,375672,213312,906780,456582,0.057,
1ARK,4663,12.9117,120,3,0,13,0,0,10680,604440,335736,951456,693371,0.065,
1ASA,8538,23.9507,208,0,0,24,0,0,12504,1145688,409824,1741956,1318756,0.153,
1BAG,7863,21.8179,191,0,0,22,0,0,11472,973968,377424,1604256,1126531,0.104,
1BJA,1785,4.9719,56,0,0,5,0,0,2928,98256,85680,364344,129811,0.02,
1BLG,655,1.9411,32,0,0,2,0,0,1416,34248,31440,133824,49547,0.009,
1BOD,2053,5.7139,62,0,0,6,0,0,3384,119592,98544,419016,153418,0.023,
1BOL,2699,7.4798,76,0,0,8,0,0,4344,174744,129552,550800,218086,0.031,
1BOS,1834,5.1253,58,0,0,6,0,0,3288,107880,88032,374340,142072,0.021,
1BOT,3545,9.7824,95,0,0,10,0,0,5424,261744,170160,723384,321693,0.042,
1CHA,1743,4.8323,55,0,0,5,0,0,2904,95544,83664,355776,127069,0.027,
1DUN,683,1.9439,32,0,0,2,0,0,1416,34248,32784,139536,50004,0.008,
1FBG,3085,8.4928,84,0,0,9,0,0,4848,209904,148080,629544,260882,0.034,
1FRO,1403,3.937,48,0,0,4,0,0,2424,73848,67344,286416,100756,0.015,
1GAT,4953,14.6557,134,0,0,15,0,0,7920,498240,237744,1010616,591765,0.062,
1GIM,3220,8.9035,88,0,0,9,0,0,4944,226608,154560,657084,280463,0.035,
1GRY,7937,21.8946,192,0,0,22,0,0,11496,983208,380976,1619352,1136790,0.119,
1HAD,1287,3.6112,45,0,0,4,0,0,2352,67008,61776,262752,93037,0.019,
1HAG,5467,15.102,137,0,0,16,0,0,8304,521952,262416,1115472,627053,0.069,
1HAR,5605,15.4716,140,0,0,16,0,0,8376,542040,269040,1143624,650837,0.072,
1HEL,5625,15.5291,141,0,0,16,0,0,8400,548832,270000,1147704,653192,0.074,
1HER,533,1.4757,28,0,0,2,0,0,1320,28296,25584,108936,42237,0.008,
1HLV,8601,23.9507,208,0,0,24,0,0,12504,1145688,412848,1754808,1319666,0.13,
1HOL,6391,17.6838,158,0,0,18,0,0,9432,679752,306768,1303968,801820,0.083,
1HUS,1263,3.4661,44,0,0,4,0,0,2328,64824,60624,257856,90822,0.018,
1IDR,2144,5.9548,64,0,0,6,0,0,3432,125736,102912,437580,159750,0.026,
1KEB,680,2.0178,33,0,0,2,0,0,1440,35856,32496,138924,50958,0.008,
1KOS,689,1.9411,32,0,0,2,0,0,1416,34248,33072,140760,50211,0.008,
1KTH,572,1.6017,29,0,0,2,0,0,1344,29712,27456,116892,44369,0.008,
1LAD,1345,3.7591,47,0,0,4,0,0,2400,71520,64560,274584,97457,0.015,
1LAT,6437,17.9795,160,0,0,18,0,0,9480,695112,308976,1313352,824202,0.082,
1LID,5623,15.5565,141,0,0,16,0,0,8400,548832,269904,1147296,659124,0.074,
1LIN,1229,3.4524,44,0,0,4,0,0,2328,64824,58992,250920,90867,0.014,
1LJU,3101,8.8049,87,0,0,9,0,0,4920,222360,148848,632808,274142,0.042,
1LNT,1028,2.8364,39,0,0,3,0,0,1896,50568,49344,209916,72687,0.012,
1LSU,8037,23.332,203,6,5,24,0,0,18912,1437552,557952,1639752,1599930,0.132,
1LUG,5365,14.9021,136,0,0,15,0,0,7968,511296,257520,1094664,612997,0.067,
1LYC,5984,16.6297,150,3,1,17,0,0,13344,915072,428472,1220940,1013108,0.092,
1MAL,5483,15.5291,141,0,0,16,0,0,8400,548832,263184,1118736,652329,0.071,
1MEL,1729,4.7885,55,0,0,5,0,0,2904,95544,82992,352920,126581,0.019,
1MOL,1900,5.2813,59,0,0,6,0,0,3312,110736,91200,387804,144848,0.021,
1MRF,6232,17.2293,154,0,0,18,0,0,9336,649608,299136,1271532,770076,0.082,
1NOL,1698,4.731,54,0,0,5,0,0,2880,92880,81504,346596,123806,0.018,
1NSU,8110,22.5982,197,5,0,23,0,1,18312,1414200,583920,1654644,1571101,0.127,
1OSV,359,0.9884,24,0,1,1,0,0,912,19056,17232,73440,28744,0.005,
1RAT,941,2.6886,38,0,0,3,0,0,1872,48672,45168,192168,69213,0.011,
1ROB,1713,4.7557,55,0,0,5,0,0,2904,95544,82224,349656,127990,0.021,
1ROF,2429,6.7296,70,0,0,7,0,0,3888,149376,116592,495720,188922,0.025,
1ROY,1022,2.8364,39,0,0,3,0,0,1896,50568,49056,208692,72697,0.013,
1RUN,1679,4.679,54,0,0,5,0,0,2880,92880,80592,342720,123958,0.018,
1SAT,4605,12.7365,118,0,0,13,0,0,6912,392592,221040,939624,475429,0.055,
1SKH,575,1.6236,29,0,0,2,0,0,1344,29712,27600,117504,44585,0.008,
1SKI,4985,13.8262,127,0,0,14,0,0,7440,450000,239280,1017144,541232,0.064,
1SKU,5276,14.6119,133,0,0,15,0,0,7896,491784,253248,1076508,593090,0.064,
1SKV,3201,8.7803,87,0,0,9,0,0,4920,222360,153648,653208,276405,0.037,
1SSJ,5887,16.5832,149,3,0,17,0,0,13344,905520,423864,1201152,1008273,0.086,
1STV,3187,8.7803,87,0,0,9,0,0,4920,222360,152976,650352,273747,0.034,
1SVA,1841,5.1253,58,0,0,6,0,0,3288,107880,88368,375768,142234,0.02,
1TEN,1044,2.9048,40,0,0,3,0,0,1920,52512,50112,213180,74906,0.011,
1TOS,1471,4.115,49,0,0,5,0,0,2760,80280,70608,300288,109214,0.016,
1TRA,5642,15.5866,141,0,0,16,0,0,8400,548832,270816,1151172,657142,0.068,
1TRO,786,2.2286,34,0,0,3,0,0,1776,41568,37728,160548,60854,0.01,
1TYR,206,0.5913,21,0,1,1,0,0,840,15672,9888,42228,22179,0.004,
1ULM,8202,23.1896,202,5,0,24,0,0,18888,1478088,590544,1673412,1631490,0.13,
1ULR,5679,15.6852,142,0,0,16,0,0,8424,555672,272592,1158720,665480,0.073,
1VAS,4581,12.6598,118,0,0,13,0,0,6912,392592,219888,934728,479836,0.057,
20NA,2794,9.2156,90,0,0,10,0,0,5304,239304,134112,570180,281942,0.034,
21NA,3290,9.2293,90,0,0,10,0,0,5304,239304,157920,671364,294304,0.036,
25MA,4550,12.9473,120,4,1,13,0,0,10968,599112,320208,928404,689318,0.058,
299C,1384,4.0548,49,0,0,4,0,0,2448,76224,66192,282540,101719,0.015,
2ARH,2760,7.6934,78,0,0,8,0,0,4392,182232,132480,563244,227290,0.031,
2FBG,2535,7.0062,73,0,0,7,0,0,3960,159816,121608,517344,198615,0.027,
2FRO,2287,6.3463,67,0,0,7,0,0,3816,139368,109776,466752,178560,0.026,
2HAR,3071,8.5147,85,0,0,9,0,0,4872,214008,147408,626688,262550,0.033,
2HER,4271,11.896,112,0,0,12,0,0,6456,355128,205008,871488,429390,0.05,
2HUS,2331,6.4504,68,0,0,7,0,0,3840,142656,111888,475728,178972,0.024,
2JRN,4056,11.3703,107,0,0,12,0,0,6336,328608,194688,827628,401615,0.047,
2LJU,5464,15.0773,137,0,0,16,0,0,8304,521952,262272,1114860,626732,0.071,
2MRH,2417,8.1944,82,0,0,9,0,0,4800,201840,116016,493272,238164,0.028,
2OSV,6733,18.5599,165,0,0,19,0,0,9912,738408,323184,1373736,865140,0.089,
2SKV,1079,3.0144,41,0,0,3,0,0,1944,54504,51648,220320,76333,0.012,
2TRY,564,1.6099,29,0,0,2,0,0,1344,29712,27072,115260,44324,0.008,
30NA,361,0.9884,24,0,1,1,0,0,912,19056,17328,73848,28610,0.005,
31NA,304,0.9966,24,0,1,1,0,0,912,19056,14592,62220,27221,0.004,
34A1,154,5.1636,38,0,2,3,0,0,1872,48672,7392,31620,47772,0.005,
34A2,204,5.1527,51,0,2,3,0,0,2184,77064,9792,41820,68037,0.006,
34A3,120,5.1581,30,0,2,3,0,0,1680,35232,5760,24684,37785,0.005,
34A4,154,5.1581,38,0,2,3,0,0,1872,48672,7392,31620,47654,0.005,
34NO,157,5.1691,39,0,2,3,0,0,1896,50568,7536,32232,49096,0.006,
34SO,157,5.1691,39,0,2,3,0,0,1896,50568,7536,32232,49048,0.005,
3ARO,4524,12.8761,120,2,0,13,0,0,10272,684912,325728,923100,763013,0.066,
3CAN,3530,12.4763,116,0,0,13,0,0,6864,381264,169440,720324,441728,0.045,
3GAV,2042,7.0691,73,0,0,7,3,0,3960,159816,97992,416772,185576,0.022,
3MAT,356,2.2916,35,0,0,2,0,0,1488,39216,16944,72828,45023,0.007,
3RIV,36,27.8193,9,0,1,0,18,0,240,2400,864,7548,5294,0.002,
3RV2,,,,,,,,,,,,816,,0.0,"ValueError: 3RV2.tenv3: 3 epochs, need 24"
3WKB,1513,4.9199,56,0,0,5,0,0,2928,98256,72624,308856,124394,0.017,
489F,,,,,,,,,,,,1224,,0.0,"ValueError: 489F.tenv3: 5 epochs, need 24"
4CDA,1300,3.7919,47,0,0,4,0,0,2400,71520,62400,265404,97395,0.014,
4COO,967,3.1321,42,0,0,4,0,0,2280,60600,46416,197472,80699,0.011,
4CRN,1348,3.9042,48,0,0,4,0,0,2424,73848,64704,275196,100384,0.014,
4GAV,6698,19.2471,170,0,0,20,0,0,10344,782904,321504,1366596,915836,0.09,
4GLD,1270,3.9042,48,0,0,4,0,0,2424,73848,60960,259284,98404,0.014,
4GLE,1650,4.9145,56,0,0,5,0,0,2928,98256,79200,336804,127401,0.017,
4GRM,719,2.9131,40,0,0,3,0,0,1920,52512,34512,146880,66430,0.009,
4GW2,1623,4.9199,56,0,0,5,0,0,2928,98256,77904,331296,127146,0.018,
4HLN,1226,3.7919,47,0,0,4,0,0,2400,71520,58848,250308,95552,0.013,
4HVB,662,2.0452,33,0,0,2,0,0,1440,35856,31536,135252,50807,0.008,
4MC0,1305,3.7919,47,0,0,4,0,0,2400,71520,62640,266424,97489,0.015,
4MCK,581,1.9165,32,0,0,2,0,0,1416,34248,27888,118728,47835,0.008,
4MRB,669,1.8837,32,0,0,2,0,0,1416,34248,32112,136680,49862,0.008,
4MRN,944,2.9432,40,0,0,3,0,0,1920,52512,45312,192780,72292,0.01,
4RMA,1645,4.9199,56,0,0,5,0,0,2928,98256,78960,335784,127530,0.02,
4SPC,514,1.4429,28,0,0,2,0,0,1320,28296,24672,105060,41915,0.008,
4VIR,118,0.3203,19,0,1,1,0,0,792,13656,5664,24276,18268,0.005,
4WCK,28,0.0739,7,0,1,1,0,0,504,5592,1344,5916,9789,0.003,
4YAT,172,0.5147,21,0,1,1,0,0,840,15672,8256,35292,21397,0.004,
59WE,709,9.1226,89,0,1,4,3,0,3408,210624,33984,144840,188145,0.015,
5AVR,1359,4.8323,55,0,0,5,0,0,2904,95544,65232,277440,117692,0.016,
5BAL,857,2.4285,36,0,0,3,0,0,1824,45024,41136,175032,64670,0.011,
5BO2,891,2.4997,36,0,0,3,0,0,1824,45024,42768,181968,65566,0.013,
5BOO,542,1.7714,31,0,0,2,0,0,1392,32688,26016,110772,45624,0.008,
5BWH,1437,4.2601,51,0,0,5,0,0,2808,85176,68976,293352,112188,0.016,
5CAL,752,2.371,35,0,0,3,0,0,1800,43272,36096,153612,60921,0.01,
5CL3,906,2.5599,37,0,0,3,0,0,1848,46824,43488,185028,67007,0.011,
5CLB,1433,4.2409,50,0,0,5,0,0,2784,82704,68784,292536,110663,0.016,
5CLV,1533,4.5147,53,0,0,5,0,0,2856,90264,73584,312936,118284,0.017,
5CPR,1498,4.5914,53,0,0,5,0,0,2856,90264,71904,305796,117537,0.017,
5DMP,1541,4.5722,53,0,0,5,0,0,2856,90264,73968,314568,118882,0.016,
5FRC,1649,4.9199,56,0,0,5,0,0,2928,98256,79152,336600,127682,0.018,
5GA2,734,2.6037,37,0,0,3,0,0,1848,46824,35232,149940,62987,0.01,
5GAV,4919,13.7878,127,0,0,14,0,0,7440,450000,236112,1003680,542686,0.059,
