isd_station,normals_id,path
72651014944,USW00014944,/home/fallen/data/showcase/normals/USW00014944.csv
72651494032,USW00094032,/home/fallen/data/showcase/normals/USW00094032.csv
72654014936,USW00014936,/home/fallen/data/showcase/normals/USW00014936.csv
72654594950,USW00094950,/home/fallen/data/showcase/normals/USW00094950.csv
72654614946,USW00014946,/home/fallen/data/showcase/normals/USW00014946.csv
72655014926,USW00014926,/home/fallen/data/showcase/normals/USW00014926.csv
72655594938,USW00094938,/home/fallen/data/showcase/normals/USW00094938.csv
72655614992,USW00014992,/home/fallen/data/showcase/normals/USW00014992.csv
72655714910,USW00014910,/home/fallen/data/showcase/normals/USW00014910.csv
72657494985,USW00094985,/home/fallen/data/showcase/normals/USW00094985.csv
72658014922,USW00014922,/home/fallen/data/showcase/normals/USW00014922.csv
72658414927,USW00014927,/home/fallen/data/showcase/normals/USW00014927.csv
72659014929,USW00014929,/home/fallen/data/showcase/normals/USW00014929.csv
72662024090,USW00024090,/home/fallen/data/showcase/normals/USW00024090.csv
72662524006,USW00024006,/home/fallen/data/showcase/normals/USW00024006.csv
72665094023,USW00094023,/home/fallen/data/showcase/normals/USW00094023.csv
72666024029,USW00024029,/home/fallen/data/showcase/normals/USW00024029.csv
72671024164,USW00024164,/home/fallen/data/showcase/normals/USW00024164.csv
72677024033,USW00024033,/home/fallen/data/showcase/normals/USW00024033.csv
72677624036,USW00024036,/home/fallen/data/showcase/normals/USW00024036.csv
