station,year,field,n,order,score,coverage,gram_cond,design_cond,day_score,n_days_checked,gate,worst_param,amp_image,amp_raw
72317013723,2024,TMP,13342,24,2.2477055177668177e-13,2.2255094485259953e-13,49.81934184032756,925.0097399733953,1.9829020352155618e-13,8,ok,b2,9.694934668130466,9.69493466813048
72320093801,2024,TMP,13910,24,3.1990547225591905e-13,2.2255094485259953e-13,51.642577810309334,936.4405328490061,3.436793629830856e-13,8,ok,b2,9.564180760401594,9.56418076040162
72323003856,2024,TMP,13671,24,4.731783720143671e-13,2.2255094485259953e-13,49.148406769833265,907.2977559382758,1.6524429445772514e-12,8,ok,b2,9.810767074977717,9.810767074977743
72323513896,2024,TMP,11236,24,3.5601240575410577e-13,2.2255094485259953e-13,50.340160788317455,915.7088975921062,3.290810607835074e-13,8,ok,b1,9.546034521888537,9.546034521888545
72324013882,2024,TMP,13326,24,1.9297155858971303e-13,2.2255094485259953e-13,49.39829757747778,921.0593363278548,1.4535661149694518e-12,8,ok,b2,10.200481397716834,10.200481397716864
72326013891,2024,TMP,13552,24,1.7030407111598136e-13,2.2255094485259953e-13,50.052701825219756,922.7493318640361,1.7514873252454024e-13,8,ok,b2,9.96922917663495,9.969229176634961
72327013897,2024,TMP,13029,24,2.302935322937802e-13,2.2255094485259953e-13,49.18997609248945,909.7733883255733,4.920588521492197e-13,8,ok,b1,10.229942128556363,10.22994212855636
72330003975,2024,TMP,11341,24,1.2099038966167384e-12,2.2255094485259953e-13,51.79014335459748,904.570816485158,3.115409330988704e-13,8,ok,b1,10.240111708799038,10.24011170879904
72332093862,2024,TMP,14159,24,3.170251699549354e-13,2.2255094485259953e-13,50.559127721028254,916.9290505876443,6.925199477063668e-13,8,ok,b1,9.58424617678407,9.584246176784067
72334013893,2024,TMP,13526,24,3.385028689657729e-13,2.2255094485259953e-13,49.387654158268255,912.7090340772339,8.694193865229117e-13,8,ok,b1,9.903052526296145,9.903052526296145
72334603811,2024,TMP,11128,24,5.130595375060988e-13,2.2255094485259953e-13,50.00781039376367,909.6547786626842,2.6295312743527293e-13,8,ok,b1,9.67982894419703,9.679828944197011
72340313963,2024,TMP,10314,24,2.321899336329434e-13,2.2255094485259953e-13,50.165623654795915,912.7137232335457,1.1656661081603255e-13,7,ok,b1,10.023445997684899,10.023445997684878
72340503930,2024,TMP,12810,24,1.3134384143825726e-12,2.2255094485259953e-13,170.69009024100666,872.5811014601155,2.504992080591954e-13,4,ok,b1,9.481016533638838,9.481016533638844
